orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,Population de l'Aire de Santé
République Démocratique du Congo,nk Nord Kivu Province,nk Masereka Zone de Santé,nk Nyabili Aire de Santé,VdHLrPouBLs,nk Nyabili Aire de Santé,61230613,,2020,2020,2020,,12780
République Démocratique du Congo,nk Nord Kivu Province,nk Masisi Zone de Santé,nk Nyabiondo Aire de Santé,wAhbewzL49l,nk Nyabiondo Aire de Santé,61260123,,2020,2020,2020,,22917
République Démocratique du Congo,nk Nord Kivu Province,nk Binza Zone de Santé,nk Nyakahanga Aire de Santé,rVxfvWdI51F,nk Nyakahanga Aire de Santé,61250310,,2020,2020,2020,,5320
République Démocratique du Congo,nk Nord Kivu Province,nk Binza Zone de Santé,nk Nyakakoma Aire de Santé,IuFt8zGDo3a,nk Nyakakoma Aire de Santé,61250311,,2020,2020,2020,,10640
République Démocratique du Congo,nk Nord Kivu Province,nk Masisi Zone de Santé,nk Nyakariba Aire de Santé,OEsiXxtNTHg,nk Nyakariba Aire de Santé,61260124,,2020,2020,2020,,11239
République Démocratique du Congo,nk Nord Kivu Province,nk Katoyi Zone de Santé,nk Nyambisi Aire de Santé,Ktsgs7JVPxl,nk Nyambisi Aire de Santé,61260210,,2020,2020,2020,,8685
République Démocratique du Congo,nk Nord Kivu Province,nk Kayna Zone de Santé,nk Nyamiindo Aire de Santé,woGDgx5yX2H,nk Nyamiindo Aire de Santé,61230418,,2020,2020,2020,,17117
République Démocratique du Congo,nk Nord Kivu Province,nk Binza Zone de Santé,nk Nyamilima Aire de Santé,EkmCUvA21Iw,nk Nyamilima Aire de Santé,61250312,,2020,2020,2020,,25944
République Démocratique du Congo,nk Nord Kivu Province,nk Itebero Zone de Santé,nk Nyamimba Aire de Santé,zIXGmBmhOCI,nk Nyamimba Aire de Santé,61220226,,2020,2020,2020,,6877
République Démocratique du Congo,nk Nord Kivu Province,nk Masisi Zone de Santé,nk Nyamitaba Aire de Santé,pS8wBlLXZ7f,nk Nyamitaba Aire de Santé,61260125,,2020,2020,2020,,10497
République Démocratique du Congo,nk Nord Kivu Province,nk Katoyi Zone de Santé,nk Nyandeki Aire de Sante,w7QtJ8wSrwj,nk Nyandeki Aire de Sante,,,2020,2020,2020,,9084
République Démocratique du Congo,nk Nord Kivu Province,nk Kibirizi Zone de Santé,nk Nyanzale Aire de Santé,LKbDIbc2sci,nk Nyanzale Aire de Santé,61250519,,2020,2020,2020,,42109
République Démocratique du Congo,nk Nord Kivu Province,nk Kibirizi Zone de Santé,nk Nyarubande Aire de Santé,erXqHdsLkvi,nk Nyarubande Aire de Santé,61250520,,2020,2020,2020,,14968
République Démocratique du Congo,nk Nord Kivu Province,nk Binza Zone de Santé,nk Nyaruhange Aire de Santé,jS7MEFx47mX,nk Nyaruhange Aire de Santé,61250313,,2020,2020,2020,,11841
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Nyarukwangara Aire de Santé,u4vdpcaSeT2,nk Nyarukwangara Aire de Santé,61250612,,2020,2020,2020,,6656
République Démocratique du Congo,nk Nord Kivu Province,nk Walikale Zone de Santé,nk Nyasi Aire de Santé,xujoDnJA10r,nk Nyasi Aire de Santé,61220114,,2020,2020,2020,,7030
République Démocratique du Congo,nk Nord Kivu Province,nk Mutwanga Zone de Santé,nk Nzenga Aire de Santé,eJIfwcH7OZm,nk Nzenga Aire de Santé,61310618,,2020,2020,2020,,38259
République Démocratique du Congo,nk Nord Kivu Province,nk Walikale Zone de Santé,nk Obaye Aire de Santé,wZWqXunq25Z,nk Obaye Aire de Santé,61220115,,2020,2020,2020,,3142
République Démocratique du Congo,nk Nord Kivu Province,nk Manguredjipa Zone de Santé,nk Ombole Aire de Santé,jr4oC6TVsqo,nk Ombole Aire de Santé,61230510,,2020,2020,2020,,6769
République Démocratique du Congo,nk Nord Kivu Province,nk Pinga Zone de Santé,nk Oninga Aire de Santé,PSGDz6W76tp,nk Oninga Aire de Santé,61220416,,2020,2020,2020,,13410
République Démocratique du Congo,nk Nord Kivu Province,nk Itebero Zone de Santé,nk Otobora 2 Aire de Santé,ZaYOZ9kPpZB,nk Otobora 2 Aire de Santé,61220227,,2020,2020,2020,,
République Démocratique du Congo,nk Nord Kivu Province,nk Itebero Zone de Santé,nk Otobora Aire de Santé,muCi0SdrudD,nk Otobora Aire de Santé,61220228,,2020,2020,2020,,12204
République Démocratique du Congo,nk Nord Kivu Province,nk Beni Zone de Santé,nk Paida Aire de Santé,QtONdrFJUdx,nk Paida Aire de Santé,61310113,,2020,2020,2020,,12680
République Démocratique du Congo,nk Nord Kivu Province,nk Oicha Zone de Santé,nk Pakanza Aire de Santé,km7VteocLwD,nk Pakanza Aire de Santé,61310722,,2020,2020,2020,,37705
République Démocratique du Congo,nk Nord Kivu Province,nk Oicha Zone de Santé,nk Pasala Aire de Santé,Nq2zCbrQMuK,nk Pasala Aire de Santé,61310723,,2020,2020,2020,,18131
République Démocratique du Congo,nk Nord Kivu Province,nk Biena Zone de Santé,nk Pombi Aire de Santé,T4lE3C7cb8D,nk Pombi Aire de Santé,61230315,,2020,2020,2020,,10559
République Démocratique du Congo,nk Nord Kivu Province,nk Karisimbi Zone de Santé,nk Rapha Aire de Santé,n8m4iTk5ZsX,nk Rapha Aire de Santé,61120118,,2020,2020,2020,,29786
République Démocratique du Congo,nk Nord Kivu Province,nk Kibua Zone de Santé,nk Robe Aire de Santé,FjzmGD5ePe7,nk Robe Aire de Santé,61220317,,2020,2020,2020,,4129
République Démocratique du Congo,nk Nord Kivu Province,nk Rutshuru Zone de Santé,nk Rubare Aire de Santé,UXfwdPQika7,nk Rubare Aire de Santé,61250113,,2020,2020,2020,,35115
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Rubavu Aire de Santé,yjXTjKAXZlZ,nk Rubavu Aire de Santé,61250613,,2020,2020,2020,,17251
République Démocratique du Congo,nk Nord Kivu Province,nk Kirotshe Zone de Santé,nk Rubaya Aire de Santé,OTylBnfnt2F,nk Rubaya Aire de Santé,61260324,,2020,2020,2020,,37349
République Démocratique du Congo,nk Nord Kivu Province,nk Mweso Zone de Santé,nk Rugarama Aire de Santé,r6jtkUVxi24,nk Rugarama Aire de Santé,61260420,,2020,2020,2020,,8725
République Démocratique du Congo,nk Nord Kivu Province,nk Rutshuru Zone de Santé,nk Rugari Aire de Santé,CxpJ93tgreY,nk Rugari Aire de Santé,61250114,,2020,2020,2020,,27057
République Démocratique du Congo,nk Nord Kivu Province,nk Mutwanga Zone de Santé,nk Rugetsi Aire de Santé,okLer42c5RN,nk Rugetsi Aire de Santé,61310619,,2020,2020,2020,,13237
République Démocratique du Congo,nk Nord Kivu Province,nk Katwa Zone de Santé,nk Rughenda Aire de Santé,kHHoDPbSrK1,nk Rughenda Aire de Santé,61410112,,2020,2020,2020,,37195
République Démocratique du Congo,nk Nord Kivu Province,nk Kirotshe Zone de Santé,nk Ruhegeri Aire de Santé,PS1DzdDndBv,nk Ruhegeri Aire de Santé,61260325,,2020,2020,2020,,8737
République Démocratique du Congo,nk Nord Kivu Province,nk Pinga Zone de Santé,nk Rungoma Aire de Santé,owEy77Z3OzW,nk Rungoma Aire de Santé,61220417,,2020,2020,2020,,5241
République Démocratique du Congo,nk Nord Kivu Province,nk Pinga Zone de Santé,nk Rusamambu Aire de Santé,amYwtaLD8VQ,nk Rusamambu Aire de Santé,61220418,,2020,2020,2020,,8968
République Démocratique du Congo,nk Nord Kivu Province,nk Nyiragongo Zone de Santé,nk Rusayo Aire de santé,MefMumwJp1f,nk Rusayo Aire de santé,61270109,,2020,2020,2020,,10379
République Démocratique du Congo,nk Nord Kivu Province,nk Birambizo Zone de Santé,nk Rusekera Aire de Santé,oDYJsRvDWv8,nk Rusekera Aire de Santé,61250411,,2020,2020,2020,,12780
République Démocratique du Congo,nk Nord Kivu Province,nk Bambo Zone de Santé,nk Rushovu Aire de Santé,DuAmFA7I8u7,nk Rushovu Aire de Santé,61250211,,2020,2020,2020,,11863
République Démocratique du Congo,nk Nord Kivu Province,nk Rutshuru Zone de Santé,nk Rutshuru Aire de Santé,e1hI6GQv1yX,nk Rutshuru Aire de Santé,61250115,,2020,2020,2020,,22010
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Rutsiro Aire de Santé,Ie5YETBU10Z,nk Rutsiro Aire de Santé,61250614,,2020,2020,2020,,11607
République Démocratique du Congo,nk Nord Kivu Province,nk Kalunguta Zone de Santé,nk Rwahwa Aire de Santé,eWAfCuJQwfc,nk Rwahwa Aire de Santé,61310217,,2020,2020,2020,,15124
République Démocratique du Congo,nk Nord Kivu Province,nk Beni Zone de Santé,nk Rwangoma Aire de Santé,z2y0SSu49FG,nk Rwangoma Aire de Santé,61310114,,2020,2020,2020,,32914
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Rwanguba Kabindi Aire de Santé,gNdsuWD4LrI,nk Rwanguba Kabindi Aire de Santé,61250615,,2020,2020,2020,,25819
République Démocratique du Congo,nk Nord Kivu Province,nk Masereka Zone de Santé,nk Rwese Aire de Santé,z49Lc2RRAEO,nk Rwese Aire de Santé,61230614,,2020,2020,2020,,6697
République Démocratique du Congo,nk Nord Kivu Province,nk Birambizo Zone de Santé,nk Rwindi Aire de Santé,k8jP4Xb9G81,nk Rwindi Aire de Santé,61250412,,2020,2020,2020,,11469
République Démocratique du Congo,nk Nord Kivu Province,nk Walikale Zone de Santé,nk Sacré Coeur Aire de Santé,e3vMg4FNn0P,nk Sacré Coeur Aire de Santé,61220116,,2020,2020,2020,,9641
République Démocratique du Congo,nk Nord Kivu Province,nk Kirotshe Zone de Santé,nk Sake Aire de Santé,WQibyUiXjlb,nk Sake Aire de Santé,61260326,,2020,2020,2020,,33341
République Démocratique du Congo,nk Nord Kivu Province,nk Oicha Zone de Santé,nk Samboko Aire de Santé,XwvxafPiOlb,nk Samboko Aire de Santé,61310724,,2020,2020,2020,,9054
République Démocratique du Congo,nk Nord Kivu Province,nk Walikale Zone de Santé,nk Santé Plus Aire de Santé,FEiJ7K7HKxy,nk Santé Plus Aire de Santé,61220117,,2020,2020,2020,,19826
République Démocratique du Congo,nk Nord Kivu Province,nk Masisi Zone de Santé,nk Sati Aire de Santé,UJVFOVkyWzI,nk Sati Aire de Santé,61260126,,2020,2020,2020,,13967
République Démocratique du Congo,nk Nord Kivu Province,nk Beni Zone de Santé,nk Sayo Aire de Santé,bZWsBME6iMy,nk Sayo Aire de Santé,61310115,,2020,2020,2020,,6565
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Shangi Aire de Santé,DVmznwfzzTP,nk Shangi Aire de Santé,61250616,,2020,2020,2020,,14763
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Shinda Aire de Santé,a1n3TgpkXpG,nk Shinda Aire de Santé,61250617,,2020,2020,2020,,30750
République Démocratique du Congo,nk Nord Kivu Province,nk Kibirizi Zone de Santé,nk Singa Aire de Santé,Zt1F2fxd5E5,nk Singa Aire de Santé,61250521,,2020,2020,2020,,22855
République Démocratique du Congo,nk Nord Kivu Province,nk Kayna Zone de Santé,nk Singamwambe Aire de Santé,ZpDB5NTh95a,nk Singamwambe Aire de Santé,61230419,,2020,2020,2020,,12378
République Démocratique du Congo,nk Nord Kivu Province,nk Biena Zone de Santé,nk Somea Aire de Santé,wrxJdVJnioQ,nk Somea Aire de Santé,61230316,,2020,2020,2020,,7215
République Démocratique du Congo,nk Nord Kivu Province,nk Mweso Zone de Santé,nk St Benoit Aire de Santé,X7OwAeJsr2c,nk St Benoit Aire de Santé,61260421,,2020,2020,2020,,40923
République Démocratique du Congo,nk Nord Kivu Province,nk Beni Zone de Santé,nk Supa Aire de Santé,D1jsXV66m3i,nk Supa Aire de Santé,61310116,,2020,2020,2020,,7815
République Démocratique du Congo,nk Nord Kivu Province,nk Mweso Zone de Santé,nk Tambi Aire de Santé,x67qEhwkslZ,nk Tambi Aire de Santé,61260422,,2020,2020,2020,,16694
République Démocratique du Congo,nk Nord Kivu Province,nk Beni Zone de Santé,nk Tamende Aire de Santé,QH3IHCB30NU,nk Tamende Aire de Santé,61310117,,2020,2020,2020,,16273
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Tanda Aire de Santé,MZn6ij2mrTy,nk Tanda Aire de Santé,61250618,,2020,2020,2020,,13560
République Démocratique du Congo,nk Nord Kivu Province,nk Oicha Zone de Santé,nk Tenambo Aire de Santé,L8jsHIG3Bre,nk Tenambo Aire de Santé,61310725,,2020,2020,2020,,21771
République Démocratique du Congo,nk Nord Kivu Province,nk Bambo Zone de Santé,nk Tongo Aire de Santé,k9xTddo8KOA,nk Tongo Aire de Santé,61250212,,2020,2020,2020,,20143
République Démocratique du Congo,nk Nord Kivu Province,nk Oicha Zone de Santé,nk Totolito Aire de Santé,KsLQSf9VvZq,nk Totolito Aire de Santé,61310726,,2020,2020,2020,,4839
République Démocratique du Congo,nk Nord Kivu Province,nk Rwanguba Zone de Santé,nk Tshengerero Aire de Santé,AXYjckvLpr7,nk Tshengerero Aire de Santé,61250619,,2020,2020,2020,,16147
République Démocratique du Congo,nk Nord Kivu Province,nk Katwa Zone de Santé,nk Tulizeni Aire de Santé,HXAPLYl8C9T,nk Tulizeni Aire de Santé,61410113,,2020,2020,2020,,19852
République Démocratique du Congo,nk Nord Kivu Province,nk Kibirizi Zone de Santé,nk Tulizeni Aire de Santé,xOhMB30E5q6,nk Tulizeni Aire de Santé,,,2020,2020,2020,,16407
République Démocratique du Congo,nk Nord Kivu Province,nk Nyiragongo Zone de Santé,nk Turunga Aire de Santé,s735ubRs4m6,nk Turunga Aire de Santé,61270110,,2020,2020,2020,,36606
République Démocratique du Congo,nk Nord Kivu Province,nk Beni Zone de Santé,nk Tuungane Aire de Santé,H7EDOoTNPk1,nk Tuungane Aire de Santé,61310118,,2020,2020,2020,,14251
République Démocratique du Congo,nk Nord Kivu Province,nk Katoyi Zone de Santé,nk Ufamandu Aire de Santé,SaAZKDliXal,nk Ufamandu Aire de Santé,61260211,,2020,2020,2020,,21843
République Démocratique du Congo,nk Nord Kivu Province,nk Goma Zone de Santé,nk Umoja Aire de Santé,hCV2bAeAQA2,nk Umoja Aire de Santé,61110110,,2020,2020,2020,,36762
République Démocratique du Congo,nk Nord Kivu Province,nk Rutshuru Zone de Santé,nk Umoja Aire de Santé,xDmjUd0mH8O,nk Umoja Aire de Santé,,,2020,2020,2020,,13208
République Démocratique du Congo,nk Nord Kivu Province,nk Kyondo Zone de Santé,nk Vayana Aire de Santé,Pg7PRLElfww,nk Vayana Aire de Santé,61310417,,2020,2020,2020,,9636
République Démocratique du Congo,nk Nord Kivu Province,nk Katwa Zone de Santé,nk Vighole Aire de Santé,kkpWMp8NazP,nk Vighole Aire de Santé,61410114,,2020,2020,2020,,28519
République Démocratique du Congo,nk Nord Kivu Province,nk Karisimbi Zone de Santé,nk Virunga Aire de Santé,iXAwuWUNsCl,nk Virunga Aire de Santé,61120119,,2020,2020,2020,,23740
République Démocratique du Congo,nk Nord Kivu Province,nk Mabalako Zone de Santé,nk Visiki Aire de Santé,Mxuy8PsWlTz,nk Visiki Aire de Santé,61310511,,2020,2020,2020,,11792
République Démocratique du Congo,nk Nord Kivu Province,nk Kibirizi Zone de Santé,nk Vitshumbi Aire de Santé,BNEZr7H1tX0,nk Vitshumbi Aire de Santé,61250523,,2020,2020,2020,,23221
République Démocratique du Congo,nk Nord Kivu Province,nk Musienene Zone de Santé,nk Vughalihya Aire de Santé,GvLMe0yrp3a,nk Vughalihya Aire de Santé,61230717,,2020,2020,2020,,6789
République Démocratique du Congo,nk Nord Kivu Province,nk Kyondo Zone de Santé,nk Vuhesi Aire de santé,nvWFfgxwjrl,nk Vuhesi Aire de santé,61310418,,2020,2020,2020,,6946
République Démocratique du Congo,nk Nord Kivu Province,nk Katwa Zone de Santé,nk Vuhika Aire de Santé,eqY6K5tHNhG,nk Vuhika Aire de Santé,61410115,,2020,2020,2020,,25124
République Démocratique du Congo,nk Nord Kivu Province,nk Vuhovi Zone de Santé,nk Vuhovi Aire de Santé,We3Hv6Gre3U,nk Vuhovi Aire de Santé,61310812,,2020,2020,2020,,16113
République Démocratique du Congo,nk Nord Kivu Province,nk Kayna Zone de Santé,nk Vuhoyo Aire de Santé,CCTasEhEQS6,nk Vuhoyo Aire de Santé,61230420,,2020,2020,2020,,12868
République Démocratique du Congo,nk Nord Kivu Province,nk Lubero Zone de Santé,nk Vukendo Aire de Santé,QmgwE5a5rhp,nk Vukendo Aire de Santé,61230118,,2020,2020,2020,,10832
République Démocratique du Congo,nk Nord Kivu Province,nk Butembo Zone de Santé,nk Vulamba Aire de Santé,A0oyLWQTWhc,nk Vulamba Aire de Santé,61420110,,2020,2020,2020,,16147
République Démocratique du Congo,nk Nord Kivu Province,nk Kyondo Zone de Santé,nk Vulambayiri Aire de Santé,BiDmzFaMwKr,nk Vulambayiri Aire de Santé,61310419,,2020,2020,2020,,13734
République Démocratique du Congo,nk Nord Kivu Province,nk Butembo Zone de Santé,nk Vulindi Aire de Santé,SXLZJiU2ah4,nk Vulindi Aire de Santé,61420111,,2020,2020,2020,,15699
République Démocratique du Congo,nk Nord Kivu Province,nk Katwa Zone de Santé,nk Vungi Aire de Santé,rLNfXtuDNHK,nk Vungi Aire de Santé,61410116,,2020,2020,2020,,16134
République Démocratique du Congo,nk Nord Kivu Province,nk Lubero Zone de Santé,nk Vunyakondomi Aire de Santé,hBs1ORqpho8,nk Vunyakondomi Aire de Santé,61230119,,2020,2020,2020,,16583
République Démocratique du Congo,nk Nord Kivu Province,nk Kalunguta Zone de Santé,nk Vurondo Aire de Santé,TbTP3D0j7Dz,nk Vurondo Aire de Santé,61310218,,2020,2020,2020,,6869
République Démocratique du Congo,nk Nord Kivu Province,nk Musienene Zone de Santé,nk Vusa Aire de Santé,qavez2pmExW,nk Vusa Aire de Santé,61230718,,2020,2020,2020,,6638
République Démocratique du Congo,nk Nord Kivu Province,nk Musienene Zone de Santé,nk Vusamba Aire de Santé,Q0vSEIVwt9o,nk Vusamba Aire de Santé,61230719,,2020,2020,2020,,12132
République Démocratique du Congo,nk Nord Kivu Province,nk Musienene Zone de Santé,nk Vusayi Aire de Santé,ztLPjWaUUJc,nk Vusayi Aire de Santé,61230720,,2020,2020,2020,,11849
République Démocratique du Congo,nk Nord Kivu Province,nk Mabalako Zone de Santé,nk Vusayiro Aire de Santé,CXPJ07x1Eoi,nk Vusayiro Aire de Santé,61310512,,2020,2020,2020,,9787
République Démocratique du Congo,nk Nord Kivu Province,nk Masereka Zone de Santé,nk Vusitoro Aire de Santé,gxf9exfn3no,nk Vusitoro Aire de Santé,61230615,,2020,2020,2020,,10573
République Démocratique du Congo,nk Nord Kivu Province,nk Kyondo Zone de Santé,nk Vusorongi Aire de Santé,vOqGJjpSc4X,nk Vusorongi Aire de Santé,61310420,,2020,2020,2020,,9922
République Démocratique du Congo,nk Nord Kivu Province,nk Masereka Zone de Santé,nk Vusumba Aire de Santé,GetPmisO44O,nk Vusumba Aire de Santé,61230616,,2020,2020,2020,,7543
République Démocratique du Congo,nk Nord Kivu Province,nk Butembo Zone de Santé,nk Vutetse Aire de Santé,PjLlegeyqXB,nk Vutetse Aire de Santé,61420112,,2020,2020,2020,,26278
République Démocratique du Congo,nk Nord Kivu Province,nk Butembo Zone de Santé,nk Vutike Aire de Santé,jnez4Vw2L3r,nk Vutike Aire de Santé,61420113,,2020,2020,2020,,15888
République Démocratique du Congo,nk Nord Kivu Province,nk Alimbongo Zone de Santé,nk Vutsorovia Aire de Santé,AbPrDjUHk42,nk Vutsorovia Aire de Santé,61230220,,2020,2020,2020,,11516
République Démocratique du Congo,nk Nord Kivu Province,nk Butembo Zone de Santé,nk Vutsundo Aire de Santé,sA1baKVtSvB,nk Vutsundo Aire de Santé,61420114,,2020,2020,2020,,22556
République Démocratique du Congo,nk Nord Kivu Province,nk Kyondo Zone de Santé,nk Vutumbi Aire de Santé,WPWwYUsVlrP,nk Vutumbi Aire de Santé,61310421,,2020,2020,2020,,4734
République Démocratique du Congo,nk Nord Kivu Province,nk Butembo Zone de Santé,nk Vuvatsi Aire de Santé,yN8b3QVwMdh,nk Vuvatsi Aire de Santé,61420115,,2020,2020,2020,,14608
République Démocratique du Congo,nk Nord Kivu Province,nk Kayna Zone de Santé,nk Vuvogho Aire de Santé,pYcQW0RRbIj,nk Vuvogho Aire de Santé,61230421,,2020,2020,2020,,25024
République Démocratique du Congo,nk Nord Kivu Province,nk Kyondo Zone de Santé,nk Vyakuno Aire de Santé,la8DncVixEB,nk Vyakuno Aire de Santé,61310422,,2020,2020,2020,,8175
République Démocratique du Congo,nk Nord Kivu Province,nk Katwa Zone de Santé,nk Wanamahika Aire de Santé,jqnV9FuDR45,nk Wanamahika Aire de Santé,61410117,,2020,2020,2020,,30487
